date,asset,ticker,open,high,low,close,adj_close,volume,price_used,return_1d,log_return_1d,return_5d,return_20d,volatility_5d,volatility_20d,volatility_60d,volatility_5d_ann,volatility_20d_ann,volatility_60d_ann,hl_range,co_return,oc_gap
2010-02-04,GLD,GLD,106.79000091552734,106.80000305175781,103.75,104.37000274658203,104.37000274658203,39991900.0,104.37000274658203,-0.03983435439949368,-0.0406494619043355,-0.019815932981130602,-0.06403012512658357,0.02324210519055143,0.014186447276342645,,0.36895698167881547,0.22520286888439348,,0.028560754992130913,-0.022661280533741834,-0.017571261143864557
2010-02-05,GLD,GLD,103.76000213623047,104.68000030517578,102.27999877929688,104.68000030517578,104.68000030517578,32656700.0,104.68000030517578,0.002970178695371306,0.0029657764294868027,-0.012080018784036084,-0.05540515616817132,0.023431755239557865,0.014236000147216704,,0.3719675828736289,0.2259894963228858,,0.023130314923546866,0.008866597436432314,-0.005844597051824252
2010-02-08,GLD,GLD,104.41000366210938,105.13999938964844,104.0,104.04000091552734,104.04000091552734,17176600.0,104.04000091552734,-0.006113864996012963,-0.006132631197052165,-0.03977847364366294,-0.06581666203002445,0.01894923407610728,0.014131698267427736,,0.30080976540318394,0.22433375531169683,,0.010918488168410493,-0.0035437480471644314,-0.0025792571864661773
2010-02-09,GLD,GLD,105.18000030517578,106.1500015258789,104.87000274658203,105.41000366210938,105.41000366210938,25959200.0,105.41000366210938,0.01316803858637372,0.01308209362845793,-0.03408772734292431,-0.06592817822428121,0.020278930337389447,0.014124338468775009,,0.3219180391628138,0.22421692213008906,,0.012169602353898147,0.0021867594244746884,0.010957318143182557
2010-02-10,GLD,GLD,105.12999725341797,105.5,104.11000061035156,105.12000274658203,105.12000274658203,16215200.0,105.12000274658203,-0.002751170718643947,-0.002754962144308314,-0.032934630194743963,-0.04860164015758717,0.02032984034340403,0.013494300088852409,,0.3227262104537701,0.2142153729118817,,0.013221720022476706,-9.506807854132765e-05,-0.0026563551746849735
2010-02-11,GLD,GLD,105.58000183105469,107.55999755859375,105.2699966430664,107.12999725341797,107.12999725341797,19350100.0,107.12999725341797,0.019120951810489784,0.018940443772260875,0.02644432724158685,-0.03953741819895806,0.010578597185259024,0.01408966547164734,,0.1679300242327395,0.22366650536443466,,0.021689722256225386,0.014680767147963571,0.0043759424700701224
2010-02-12,GLD,GLD,106.08000183105469,107.0999984741211,105.56999969482422,107.04000091552734,107.04000091552734,14464200.0,107.04000091552734,-0.0008400666498453724,-0.0008404197035730865,0.022544904503930097,-0.044541622048929974,0.010913039308982153,0.014012981629898507,,0.1732391283566337,0.222449187115368,,0.014423065166736934,0.00904976496891065,-0.009801133662679911
2010-02-16,GLD,GLD,109.44999694824219,109.87000274658203,109.0999984741211,109.62000274658203,109.62000274658203,20895700.0,109.62000274658203,0.02410315591356116,0.023817259740401706,0.053633235120645883,-0.01118525939872439,0.01182733889516059,0.015018287399026593,,0.18775318432965815,0.2384079214555166,,0.007035215111290179,0.0015532736690731731,0.022514910426960272
2010-02-17,GLD,GLD,109.66000366210938,110.01000213623047,108.87000274658203,109.25,109.25,19593400.0,109.25,-0.0033753214496573536,-0.00338103069775341,0.03642914528491703,-0.02035506376790719,0.013130780683687397,0.014950459012769523,,0.2084446812550052,0.23733117920431435,,0.010395762826719104,-0.0037388623784173993,0.0003649052593057975
2010-02-18,GLD,GLD,109.61000061035156,110.11000061035156,109.19000244140625,109.9800033569336,109.9800033569336,19177400.0,109.9800033569336,0.006681952923877299,0.006659727627096444,0.046232881310589446,0.009546547569490915,0.0119786954921498,0.01406736179608072,,0.190155895819193,0.223312445491203,,0.008393378011334742,0.003375629454627411,0.0032952000947511443
2010-02-19,GLD,GLD,109.31999969482422,110.38999938964844,108.80999755859375,109.47000122070312,109.47000122070312,21928700.0,109.47000122070312,-0.004637226047132237,-0.004648011335301192,0.021842658706971108,0.019558521192158063,0.0117471111774504,0.01368163125500622,,0.1864796087937654,0.21718916298260993,,0.014452998860825034,0.0013721325127849238,-0.006001124222258588
2010-02-22,GLD,GLD,109.86000061035156,109.97000122070312,108.66000366210938,109.06999969482422,109.06999969482422,10742800.0,109.06999969482422,-0.0036539830220012615,-0.003660675124824127,0.01896486137830733,0.017728856567522655,0.012118760761158365,0.013707077821545621,,0.19237936303387718,0.21759311470331222,,0.011924244960092558,-0.007190978619500444,0.003562614280620655
2010-02-23,GLD,GLD,108.83999633789062,108.91000366210938,107.6500015258789,107.88999938964844,107.88999938964844,13629600.0,107.88999938964844,-0.010818743086801086,-0.010877691236587123,-0.015781821871807433,0.003814626162164103,0.0062948629363171,0.013944425796696336,,0.0999278512003972,0.2213608970019134,,0.011576646257124344,-0.008728380928027133,-0.002108768291713017
2010-02-24,GLD,GLD,107.33000183105469,108.16000366210938,107.0999984741211,107.36000061035156,107.36000061035156,17207400.0,107.36000061035156,-0.004912399502225995,-0.0049245049976189585,-0.017299765580306103,-0.0018593989659886345,0.006344739499846881,0.013990113126787723,,0.10071961710049909,0.22208616088284336,,0.0098761312764795,0.0002795004079483319,-0.005190449177511806
2010-02-25,GLD,GLD,106.69999694824219,108.69999694824219,106.5999984741211,108.30999755859375,108.30999755859375,23400400.0,108.30999755859375,0.008848704758209536,0.008809784398268496,-0.015184631272650018,0.016708897021435076,0.007217462282262246,0.01393634298718616,,0.11457366177512741,0.2212325863787616,,0.019681335840522625,0.015089040828487917,-0.006147575059213794
2010-02-26,GLD,GLD,108.88999938964844,109.5999984741211,108.41000366210938,109.43000030517578,109.43000030517578,13033900.0,109.43000030517578,0.010340714355349556,0.010287614912394953,-0.00036540527159301117,0.027704703749430237,0.009211352591309318,0.014090338482578676,,0.14622568917080905,0.22367718908175832,,0.010928412330626249,0.004959141505686137,0.005355016564753563
2010-03-01,GLD,GLD,109.4800033569336,109.9000015258789,108.97000122070312,109.43000030517578,109.43000030517578,12830900.0,109.43000030517578,0.0,0.0,0.003300638226449326,0.03274821867388655,0.008997924276976136,0.014018168488201631,,0.14283761971601713,0.22253152593830278,,0.008494704755751018,-0.00045673228191991743,0.0004569409816171542
